Incident ID,Month,Year,State,FIPS,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2869916,April,2024,North Carolina,37,Durham,609 E Lawson St,North Carolina Central University,0,1,0,0,"0"
2869041,April,2024,Minnesota,27,Burnsville,600 State Hwy 13,Burnsville High School,0,0,0,0,"1"
2870131,April,2024,Texas,48,Houston,3000 Spears Rd,Claughton Middle School,0,0,0,0,"1"
2869592,April,2024,Massachusetts,25,Cambridge,459 Broadway Ct,Cambridge Rindge and Latin School,0,0,0,0,"0"
2869378,April,2024,Florida,12,Sanford,4243 17-92 Hwy,Elevation High School,0,0,0,0,"1"
2868881,April,2024,Arizona,04,Phoenix,350 Sahuarita Rd,Sahuarita Middle School,0,0,0,0,"1"
2868859,April,2024,Arizona,04,Phoenix,N/A,Madison Rose Lane Elementary School,0,0,0,0,"1"
2866654,March,2024,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University - Oliver C Dawson Stadium,0,0,0,0,"1"
2864722,March,2024,Louisiana,22,Shreveport,6115 E Kings Hwy,Captain Shreve High School,0,0,0,0,"3"
2864910,March,2024,South Carolina,45,Chester,1330 J A Cochran Bypass,Chester High School,0,0,0,0,"1"
2867198,March,2024,California,06,Lompoc,4350 Constellation Rd,Cabrillo High School,0,0,0,0,"1"
2864654,March,2024,Tennessee,47,Dover,120 Robertson Hill Rd,Stewart County High School,0,0,0,0,"0"
2864071,March,2024,Washington,53,Pullman,1302 Cougar Way,Washington State University - Global Scholars Hall,0,0,0,0,"0"
2863077,March,2024,Nevada,32,Las Vegas,7808 Torrey Pines Dr,Canarelli Middle School,0,0,0,0,"1"
2863281,March,2024,Missouri,29,Charleston,606 S Thorn St,Charleston High School,0,0,0,0,"1"
2862064,March,2024,Texas,48,Vernon,2200 Yamparika St,Vernon Middle School,0,0,0,0,"2"
2861924,March,2024,North Carolina,37,Charlotte,9201 University City Blvd,University of North Carolina at Charlotte,0,0,0,0,"1"
2862743,March,2024,North Carolina,37,Charlotte,4301 Sandy Porter Rd,Olympic High School,0,0,0,0,"0"
2860442,March,2024,Florida,12,Miami,5720 NW 13th Ave,Orchard Villa Elementary School,0,0,0,0,"1"
2878477,March,2024,Tennessee,47,Memphis,3350 N Trezevant St,Trezevant High School,0,0,0,0,"2"
2859289,March,2024,Mississippi,28,Canton,529 Mace St,Canton Middle School,0,0,0,0,"1"
2861944,March,2024,North Carolina,37,Wilmington,2700 N College Rd,Emsley A Laney High School,0,0,0,0,"1"
2859687,March,2024,California,06,Pomona,100 Diamond Ranch Rd,Diamond Ranch High School,0,0,0,0,"0"
2859362,March,2024,Ohio,39,Toledo,1755 E Broadway St,East Broadway Elementary School,0,0,0,0,"1"
2858943,March,2024,North Carolina,37,Newton Grove,12081 Hobbton Hwy,Hobbton Middle School,0,0,0,0,"1"
2863087,March,2024,Illinois,17,Chicago,1116 N Kedzie Ave,Association House High School,0,0,0,0,"1"
2858909,March,2024,California,06,Victorville,18422 Bear Valley Rd,Victor Valley College,0,0,0,0,"1"
2858061,March,2024,Arizona,04,Flagstaff,2801 N Izabel St,Coconino High School,0,0,0,0,"0"
2857957,March,2024,North Carolina,37,Pembroke,505 S Jones St,Pembroke Elementary,0,0,0,0,"1"
2862639,March,2024,Ohio,39,Cincinnati (Lockland),249 W Forrer,Lockland High School,0,0,0,0,"1"
2858231,March,2024,Indiana,18,Terre Haute,6601 S Carlisle St,Honey Creek Middle School,0,0,0,0,"0"
2858456,March,2024,Texas,48,Rosharon,5151 Savannah Pkwy,Savannah Lakes Elementary,0,0,0,0,"0"
2859084,March,2024,North Carolina,37,Charlotte,9201 University City Blvd,University of North Carolina Charlotte,0,0,0,0,"1"
2857105,March,2024,Texas,48,Spring (Klein),10201 Spring Cypress Rd,Klein Cain High School,0,0,0,0,"1"
2857687,March,2024,Illinois,17,Dunlap,13120 IL-91,Dunlap Valley Middle School,0,0,0,0,"1"
2856301,March,2024,Alabama,01,Huntsville,4900 Meridian St N,Alabama A&M Knight Complex West,0,0,0,1,"0"
2860564,March,2024,Pennsylvania,42,Hermitage,N/A,Hermitage School District,0,0,0,0,"0"
2856322,March,2024,Florida,12,Gulf Breeze,675 Gulf Breeze Pkwy,Gulf Breeze High School,0,0,0,0,"1"
2860888,March,2024,Louisiana,22,Baton Rouge,3650 Nicholson Dr,"Nicholson Gateway Apartments ""Canal Hall""",0,0,0,0,"0"
2859077,March,2024,North Carolina,37,Charlotte,9328 Van Landingham Rd,University of North Carolina Charlotte,0,0,0,0,"1"
2854686,March,2024,Wisconsin,55,Fish Creek,3924 WI-42,Gibraltar High School,0,0,0,0,"1"
2854191,March,2024,California,06,Antioch,2801 Roosevelt Ln,Belshaw Elementary School,0,0,0,0,"0"
2854913,March,2024,Florida,12,Palm Beach Gardens (Riviera Beach),1232 W 31st St,Jackson Daycare Center,0,0,0,0,"0"
2864491,March,2024,Georgia,13,Marietta,2525 Sandy Plains Rd,Sprayberry High School,0,0,0,0,"1"
2853540,March,2024,Maryland,24,Baltimore,1901 Delvale Ave,Dundalk High School,0,0,0,0,"1"
2860142,March,2024,Oklahoma,40,Tulsa,6636 S Mingo Rd,Union High School,0,0,0,0,"1"
2852677,March,2024,Ohio,39,Massillon,3737 13th St SW,Perry High School,0,0,0,0,"1"
2852763,March,2024,Washington,53,Seattle,E Jefferson St and 23rd Ave,N/A,0,1,0,0,"0"
2852530,March,2024,Virginia,51,Arlington,2121 N Culpeper St,Langston High School Continuation Program,0,0,0,0,"1"
2852785,March,2024,Washington,53,Tacoma,701 S 37th St,Lincoln High School,0,0,0,0,"1"
2851616,March,2024,Maryland,24,Gaithersburg,101 Education Blvd,Gaithersburg High School,0,0,0,0,"1"
2853247,March,2024,California,06,Redwood City,1968 Old County Rd,Redwood High School,0,0,0,0,"1"
2851531,March,2024,Missouri,29,Riverside,4500 River Pk Dr,Park Hill South High School,0,0,0,0,"1"
2851386,March,2024,Ohio,39,Cincinnati,1231 W Kemper Rd,Winton Woods High School,0,0,0,0,"1"
2852418,March,2024,Georgia,13,Grovetown,2010 Warrior Way,Grovetown High School,0,0,0,0,"0"
2853929,March,2024,New Mexico,35,Albuquerque,N/A,N/A,0,0,0,0,"1"
2865749,March,2024,Georgia,13,Cumming,4155 Drew Rd,West Forsyth High School,0,0,0,0,"1"
2856620,March,2024,Arkansas,05,Sulphur Rock,480 N Main St,Sulphur Rock Elementary and Preschool,0,0,0,0,"0"
2850326,March,2024,North Carolina,37,Charlotte (Mint Hill),10505 Clear Creek Commerce Dr,Rocky River High School,0,0,0,0,"0"
2850638,March,2024,Massachusetts,25,Springfield,1250 State St,Springfield High School of Science & Technology,0,0,0,0,"1"
2883908,March,2024,Texas,48,Beaumont,795 Colorado Ave,Lamar University / Gentry Hall,0,0,0,0,"1"
2849040,March,2024,Georgia,13,Lawrenceville,1335 Old Norcross Rd,Discovery High School,0,0,0,0,"1"
2852735,March,2024,New York,36,Liberty,125 Buckley St,Liberty High School,0,0,0,0,"1"
2847896,March,2024,Arizona,04,Phoenix,E Van Buren St and 48th St,Maricopa Community College,0,0,1,0,"0"
2847657,March,2024,Tennessee,47,Chattanooga,2500 Market St,The Howard School,0,0,0,0,"1"
2847448,March,2024,New York,36,Brooklyn,400 Ashford St,P.S. 158 — The Warwick Community School,0,0,0,0,"0"
2849371,March,2024,Kentucky,21,Lexington,401 Reed Ln,Lafayette Senior High School,0,0,0,0,"0"
2847981,March,2024,Wisconsin,55,Milwaukee,6700 N 80th St,Morse Middle School,0,0,0,0,"1"
2846687,March,2024,Virginia,51,Franklin,300 Morton St,S.P. Morton Elementary School,0,0,0,0,"0"
2855707,March,2024,Washington,53,Yelm,10605 Carter St SE,Ridgeline Middle School,0,0,0,0,"1"
2847400,March,2024,Maryland,24,Waldorf,5305 Piney Church Rd,St. Charles High School,0,0,0,0,"0"
2846148,March,2024,Pennsylvania,42,Philadelphia,1402 W Oxford St,New Barber's Hall,0,1,0,0,"0"
2850648,March,2024,Washington,53,Kennewick,560 W 6th Ave,Kennewick High School,0,0,0,0,"1"
2845811,March,2024,Indiana,18,Fishers,11300 E 121st St,Hoosier Road Elementary School,0,0,0,0,"1"
2845888,March,2024,Indiana,18,Indianapolis (Lawrence),7510 E 53rd St,Harrison Hill Elementary School,0,1,0,0,"1"
2846071,March,2024,Oklahoma,40,Tishomingo,Airport Rd,Murray State College Firing Range,0,1,0,0,"0"
2845060,March,2024,Tennessee,47,Brighton,8045 US-51,Brighton High School,0,0,0,0,"1"
2846853,March,2024,Texas,48,Corpus Christi,1 Battlin Buc Blvd,Roy Miller High School,0,0,0,0,"2"
2844808,March,2024,South Carolina,45,Hartsville,300 E College Ave,Coker University,0,0,0,0,"1"
2845631,March,2024,North Carolina,37,Winston Salem (Winston-salem),3507 Midway School Rd,Oak Grove High School,0,0,0,0,"0"
2843300,March,2024,Indiana,18,Rochester,1645 S Park Rd,Rochester High School,0,0,0,0,"1"
2843527,March,2024,Missouri,29,Kansas City (North Kansas City),620 E 23rd Ave,North Kansas City High School,0,2,0,0,"2"
2842959,March,2024,Ohio,39,Cleveland (Lyndhurst),4875 Glenlyn Rd,Charles F. Brush High School,0,0,0,0,"1"
2842603,March,2024,Virginia,51,Alexandria,530 S St Asaph St,Lyles-Crouch Traditional Academy,0,0,0,0,"0"
2842662,March,2024,North Carolina,37,Wilson,500 Harrison Dr,Fike High School,0,0,0,0,"0"
2842890,March,2024,Louisiana,22,Carencro,200 block of Bradford Dr,N/A,1,0,0,0,"3"
2842517,March,2024,North Carolina,37,Charlotte (Mint Hill),10505 Clear Creek Commerce Dr,Rocky River High School,0,0,0,0,"0"
2845398,March,2024,Utah,49,Layton,440 Wasatch Dr,Layton High School,0,0,0,0,"1"
2843075,March,2024,Arkansas,05,Little Rock,21501 Cantrell Rd,Joe T. Robinson High School,0,0,0,0,"1"
2841708,February,2024,Tennessee,47,Memphis,1363 E Person Ave,Hamilton High School,0,0,0,0,"1"
2841710,February,2024,Virginia,51,Vinton,2902 E Washington Ave,William Byrd High School,0,0,0,0,"1"
2842837,February,2024,Texas,48,Temple,8818 Tarver Dr,Lake Belton Middle School,0,0,0,0,"0"
2842653,February,2024,Texas,48,Midlothian,923 S 9th St,Midlothian High School,0,0,0,0,"1"
2841420,February,2024,Texas,48,Houston,6700 Bellaire Blvd,KIPP Connect Primary,0,0,0,0,"1"
2841234,February,2024,South Carolina,45,Greenville,44 Merriwoods Dr,Tanglewood Middle School,0,0,0,0,"1"
2842499,February,2024,North Carolina,37,Asheville,211 S French Broad Ave,Asheville Middle School,0,0,0,0,"1"
2842712,February,2024,Florida,12,Jacksonville,590 Duval Station Rd,First Coast High School,0,0,0,0,"1"
2842874,February,2024,Arizona,04,Buckeye,3000 S Apache Rd,Youngker High School,0,0,0,0,"1"
2846880,February,2024,Oklahoma,40,Poteau,101 Pirate Ln,Poteau High School,0,0,0,0,"0"
2875825,February,2024,South Carolina,45,Hilton Head Island,10 Bus Dr,Hilton Head Island School for the Creative Arts,0,0,0,0,"0"
2842167,February,2024,Mississippi,28,Jackson,2940 Belvedere Dr,Peeples Middle School,0,0,0,0,"1"
2840986,February,2024,New Jersey,34,Newark,279 Chancellor Ave,Weequahic High School,0,0,0,0,"1"
2839965,February,2024,Kentucky,21,Erlanger,305 Bartlett Ave,Tichenor Middle School,0,0,0,0,"1"
2843338,February,2024,Georgia,13,Snellville,2288 Main St E,South Gwinnett High School,0,0,0,0,"1"
2840561,February,2024,Delaware,10,Georgetown,26026 Patriots Way,Sussex Central High School,0,0,0,0,"2"
2848047,February,2024,South Carolina,45,Myrtle Beach,3301 N Oak St,Horry County Adult Education,0,0,0,0,"1"
2840902,February,2024,Illinois,17,Carol Stream,475 Chippewa Trail,Roy De Shane Elementary School,0,0,0,0,"1"
2840993,February,2024,Kentucky,21,Louisville,5901 Greenwood Rd,Pleasure Ridge Park High School,0,0,0,0,"0"
2838533,February,2024,Texas,48,Odessa,1301 Dotsy Ave,Odessa High School,0,1,0,0,"1"
2838750,February,2024,North Carolina,37,Shelby,230 E Dixon Blvd,Shelby High School,0,0,0,0,"0"
2846429,February,2024,South Carolina,45,Mccormick,192 Gettys Rd,South Carolina Governor's School for Agriculture at John de la Howe,0,0,0,0,"0"
2839332,February,2024,Arizona,04,Casa Grande,1556 N Arizola Rd,Vista Grande High School,0,0,0,0,"1"
2839083,February,2024,Tennessee,47,Nashville,904 26th Ave N,Pearl Cohn High School,0,0,0,0,"2"
2840132,February,2024,Missouri,29,Saint Louis,5401 Lucas and Hunt Rd,Lutheran North High School,0,0,0,0,"1"
2840053,February,2024,Illinois,17,Evanston,70 Arts Cir Dr,Henry and Leigh Bienen School of Music Northwestern University,0,0,0,0,"0"
2836786,February,2024,West Virginia,54,Bluefield,2915 Old Bramwell Rd,Brushfork Armory,0,1,0,0,"0"
2837275,February,2024,Florida,12,Palmetto,1200 17th St W,Palmetto High School,0,0,0,0,"1"
2842713,February,2024,Indiana,18,Portland,414 Floral Ave,Jay School Corporation,0,0,0,0,"1"
2837638,February,2024,Illinois,17,Gurnee,4460 Old Grand Ave,Viking Middle School,0,0,0,0,"1"
2838759,February,2024,Pennsylvania,42,Elverson,4897 N Twin Valley Rd,Twin Valley High School,0,0,0,0,"0"
2836933,February,2024,Kansas,20,Olathe,21300 College Blvd,Olathe Northwest High School,0,0,0,0,"1"
2848911,February,2024,Wyoming,56,Gillette,1000 Camel Dr,Campbell County High School,0,0,0,0,"1"
2836670,February,2024,Tennessee,47,Memphis,1530 Dellwood Ave,MLK College Preparatory High School,0,0,0,0,"2"
2835797,February,2024,Florida,12,Fort Lauderdale,2501 NW 11th St,Dillard High School,0,0,0,0,"1"
2837669,February,2024,Georgia,13,Gainesville,2723 Tumbling Creek Rd,Lanier College and Career Academy,0,0,0,0,"1"
2836237,February,2024,Ohio,39,Canal Winchester,300 Washington St,Canal Winchester High School,0,0,0,0,"1"
2836133,February,2024,Ohio,39,Euclid,22555 Tracy Ave,Euclid Middle School,0,0,0,0,"1"
2835989,February,2024,Nevada,32,Las Vegas,4291 Pennwood Ave,Clark High School,0,0,0,0,"2"
2835770,February,2024,Texas,48,Edinburg,1414 N Alamo Rd,Economedes High School,0,0,0,0,"1"
2834976,February,2024,Arkansas,05,Sheridan,510 W Church St,Alternative Learning Academy,0,0,0,0,"1"
2839768,February,2024,North Carolina,37,Greensboro,2407 S Holden Rd,Smith High School,0,0,0,0,"0"
2834943,February,2024,Michigan,26,Saginaw,3100 Webber St,Saginaw High School,0,0,0,0,"1"
2834896,February,2024,South Carolina,45,Leesville (Batesburg-leesville),425 Shealy Rd,Batesburg-Leesville Middle School,0,0,0,0,"1"
2834793,February,2024,Virginia,51,Richmond,2409 Webber Ave,Oak Grove/Bellameade Elementary School,0,0,0,0,"0"
2834843,February,2024,Texas,48,Amarillo,2815 Martin Rd,Travis Middle School,0,0,0,0,"2"
2836233,February,2024,Alabama,01,Pell City,1300 Cogswell Ave,Pell City High School,0,0,0,0,"2"
2833248,February,2024,Texas,48,Mesquite,3200 Oates Dr,Pioneer Technology & Arts Academy,0,0,0,1,"1"
2834311,February,2024,Georgia,13,Athens,810 S Lumpkin St,University of Georgia,0,0,0,0,"1"
2833517,February,2024,Louisiana,22,Lake Charles,2300 Medora St,Ray D Molo Middle School,0,0,0,0,"1"
2831125,February,2024,North Carolina,37,Ramseur,390 Eastern Randolph Rd,Eastern Randolph High School,0,0,0,0,"0"
2831226,February,2024,Tennessee,47,Nashville,1252 Foster Ave,STEM Prep Academy High School,0,0,0,0,"1"
2830636,February,2024,Colorado,08,Colorado Springs,4725 Clyde Way,Alpine Village at UC - Colorado Springs,2,0,0,0,"1"
2860829,February,2024,Wisconsin,55,Racine,2333 Northwestern Ave,Turning Point Academy,0,0,0,0,"1"
2830288,February,2024,Tennessee,47,Nashville,123 Douglas Ave,KIPP Nashville Collegiate High School,0,0,0,0,"1"
2829777,February,2024,North Carolina,37,Fayetteville,1624 Ireland Dr,Douglas Byrd High School,0,0,0,0,"1"
2830126,February,2024,Pennsylvania,42,Harrisburg,626 Rutherford Rd,Central Dauphin East High School,0,0,0,0,"1"
2830793,February,2024,South Carolina,45,Irmo,1400 Old Tamah Rd,Dutch Fork High School,0,0,0,0,"1"
2830253,February,2024,Texas,48,Lufkin,309 S Medford Dr,Lufkin High School,0,0,0,0,"0"
2828898,February,2024,Georgia,13,Atlanta,3450 Benjamin E Mays Dr SW,Benjamin E. Mays High School,0,4,0,0,"1"
2829104,February,2024,Maryland,24,Baltimore,1400 Exeter Hall Ave,The Stadium School,0,0,0,0,"1"
2831250,February,2024,Alabama,01,Birmingham,950 Springville Rd,Huffman High School,0,0,0,0,"0"
2831238,February,2024,Virginia,51,Charlottesville,3251 Morgantown Rd,Virginia L Murray Elementary School,0,0,0,0,"1"
2833795,February,2024,Oklahoma,40,Choctaw,14300 NE 10th St,Choctaw High School,0,0,0,0,"0"
2833730,February,2024,Washington,53,Yakima,212 S 6th Ave,Davis High School,0,0,0,0,"1"
2828035,February,2024,Mississippi,28,Raymond,14050 MS-18,Raymond High School,0,0,0,0,"0"
2829878,February,2024,Texas,48,Houston,17202 Butte Creek Rd,Ponderosa Elementary School,0,0,0,0,"0"
2831006,February,2024,North Carolina,37,Raleigh,2 Broughton Dr,North Carolina State University,0,0,0,0,"0"
2827865,February,2024,Washington,53,Burlington,301 N Burlington Blvd,Burlington-Edison High School,0,0,0,0,"1"
2858294,February,2024,New Mexico,35,Santa Fe,100 Siringo Rd,St Michael’s High School,0,0,0,0,"1"
2827841,February,2024,Pennsylvania,42,Philadelphia,1231 N Broad St,Youthbuild Charter School,0,0,0,0,"1"
2826823,February,2024,Mississippi,28,Jackson,1400 John R Lynch St,College of Liberal Arts,0,0,0,0,"0"
2827029,February,2024,Minnesota,27,Saint Paul,275 Lexington Pkwy N,St. Paul Central High School,0,0,0,0,"1"
2826727,February,2024,Virginia,51,Chesapeake,1969 Braves Trail,Indian River High School,0,0,0,0,"1"
2827209,February,2024,Ohio,39,Bedford,481 Northfield Rd,Bedford High School,0,0,0,0,"1"
2827478,February,2024,North Carolina,37,Raleigh,2312 Greek Village Dr,North Carolina State University - Sigma Nu,0,0,0,0,"1"
2827855,February,2024,Arkansas,05,Camden (East Camden),6415 Spellman Rd,Southern Arkansas University Tech / Highland Park Hall,0,1,0,0,"1"
2826571,February,2024,North Carolina,37,Raleigh,2720 Cates Ave,North Carolina State University,0,0,0,0,"1"
2865210,February,2024,Florida,12,Labelle,2052 NW Eucalyptus Blvd,Country Oaks Elementary School,0,0,0,0,"2"
2825224,February,2024,California,06,Berkeley,1 Cross-Sproul Path,Sproul Plaza,0,0,0,0,"1"
2824414,February,2024,Florida,12,Palm Beach Gardens,13601 N Military Trl,William T. Dwyer High School,0,0,0,0,"1"
2825090,February,2024,Georgia,13,Atlanta (East Point),2575 Harris St,Tri-Cities High School,1,0,0,0,"1"
2825092,February,2024,Washington,53,Seattle,13401 Meridian Ave N,Ingraham High School,0,0,0,0,"4"
2824296,February,2024,Indiana,18,Elkhart,58903 Co Rd 3,Jimtown Junior High School,0,0,0,0,"1"
2823814,February,2024,Ohio,39,Youngstown,940 Bryn Mawr Ave,East Middle School,0,0,0,0,"1"
2823618,February,2024,Oregon,41,Eugene,1125 Willagillespie Rd,Willagillespie Elementary School,0,0,0,0,"2"
2839469,February,2024,Texas,48,Sugar Land,13707 Jess Pirtle Blvd,Sugar Mill Elementary,0,0,0,0,"0"
2823260,February,2024,North Carolina,37,Pembroke,519 University Rd,University of North Carolina at Pembroke,1,0,0,0,"1"
2907200,February,2024,Nevada,32,North Las Vegas,2328 Silver Clouds Dr,Eva G Simmons Elementary School,0,0,0,0,"1"
2833813,February,2024,Nevada,32,Las Vegas,1201 W Lake Mead Blvd,Democracy Preparatory Academy,0,0,0,0,"1"
2821471,February,2024,North Carolina,37,Huntersville,11201 Old Statesville Rd,North Mecklenburg High School,0,0,0,0,"0"
2821580,February,2024,Pennsylvania,42,Mechanicsburg,6746 Carlisle Pike,Eagle View Middle School,0,0,0,0,"1"
2821653,February,2024,Ohio,39,Galloway,146 Galloway Rd,Westland High School,0,0,0,0,"0"
2823298,February,2024,Wisconsin,55,Madison,1000 Edgewood College Dr,Edgewood College,0,0,0,0,"1"
2821311,February,2024,South Carolina,45,Myrtle Beach,3101 N Oak St,Myrtle Beach Middle School,0,0,0,0,"1"
2821307,February,2024,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,"1"
2822189,February,2024,South Carolina,45,North Charleston,3625 Ashley Phosphate Rd,R.B. Stall High School,0,0,0,0,"1"
2820511,February,2024,Georgia,13,Augusta,1339 Laney Walker Blvd,Lucy C. Laney High School,0,0,0,0,"1"
2820278,February,2024,Florida,12,Jacksonville,4555 Craven Rd W,Beauclerc Elementary,0,0,0,0,"1"
2818575,February,2024,New York,36,Rockville Centre,140 Shepherd St,South Side High School,0,0,0,0,"1"
2821785,February,2024,North Carolina,37,Wilmington,2601 Princess Pl Dr,Rachel Freeman School of Engineering,0,0,0,0,"1"
2819094,February,2024,Washington,53,Arlington,18821 Crown Ridge Blvd,Arlington High School,0,0,0,0,"1"
2818997,February,2024,Illinois,17,East Saint Louis,5510 State St,Mason-Clark Middle School,0,0,0,0,"1"
2818773,February,2024,Arizona,04,Avondale,11650 W Whyman Ave,La Joya Community High School,0,0,0,0,"2"
2818702,February,2024,Pennsylvania,42,Pittsburgh,1500 Yost Blvd,Propel Schools - Braddock Hills,0,0,0,0,"1"
2818082,February,2024,Indiana,18,Indianapolis,1140 Doctor M L K  Jr St,Crispus Attucks High School,0,0,0,0,"1"
2829903,February,2024,Colorado,08,Littleton,W College Dr and S Nevada St,Arapahoe Community College - Parking Lot B,0,0,0,0,"1"
2818316,February,2024,Mississippi,28,West Point,950 S Eshman Ave,West Point High School,0,0,0,0,"1"
2818277,February,2024,Florida,12,Fort Lauderdale (Lauderdale Lakes),4515 N State Rd 7,Central Charter School,0,0,0,0,"1"
2827512,February,2024,Michigan,26,Ann Arbor,1482 E Medical Center Dr,University of Michigan - Mary Markley Residence Hall,0,0,0,0,"1"
2816899,February,2024,Georgia,13,Powder Springs,2400 New MacLand Rd SW,McEachern High School,0,2,0,0,"4"
2816815,February,2024,South Carolina,45,Conway,8th Ave and Rufus St,N/A,1,0,0,0,"0"
2817229,February,2024,Texas,48,Uvalde,615 Studer St,Morales Junior High School,0,0,0,0,"1"
2818381,February,2024,Florida,12,Chipley,1545 Brickyard Rd,Chipley High School,0,0,0,0,"1"
2818760,January,2024,North Carolina,37,Wilson,200 Atlantic Christian College Dr,Barton College,0,0,0,0,"1"
2817146,January,2024,Texas,48,Humble,1700 Wilson Rd,Humble High School,0,0,0,0,"2"
2816503,January,2024,Tennessee,47,Nashville,1150 Hunters Ln,Hunters Lane High School,0,0,0,0,"1"
2816482,January,2024,Tennessee,47,Nashville,510 W Trinity Ln,Haynes Middle School,0,0,0,0,"1"
2815006,January,2024,California,06,Sacramento,1400 Grand Ave,Grant Union High School,0,1,0,0,"1"
2818687,January,2024,Pennsylvania,42,Philadelphia,10175 Bustleton Ave,George Washington High School,0,0,0,0,"0"
2815457,January,2024,Indiana,18,Beech Grove,5330 Hornet Ave,Beech Grove High School,0,0,0,0,"1"
2815093,January,2024,Alabama,01,Mobile,700 Donald St,LeFlore High School,0,2,0,0,"1"
2815001,January,2024,Minnesota,27,Minneapolis (Brooklyn Park),9000 Brooklyn Blvd,Hennepin Technical College,0,0,0,0,"1"
2819357,January,2024,New York,36,Amsterdam,140 Saratoga Ave,Amsterdam High School,0,0,0,0,"1"
2815790,January,2024,Washington,53,Benton City,1205 Horne Dr,Benton City High School,0,0,0,0,"1"
2816404,January,2024,Tennessee,47,Murfreesboro,3956 Blaze Dr,Blackman High School,0,0,0,0,"2"
2814116,January,2024,Florida,12,Deerfield Beach,910 Buck Pride Way,Deerfield Beach High School,0,0,0,0,"2"
2820633,January,2024,North Carolina,37,Old Fort,128 S Mauney Ave,Old Fort Elementary School,0,0,0,0,"1"
2825949,January,2024,Nevada,32,Sparks,1840 4th St,Greenbrae Elementary School,0,0,0,0,"0"
2814200,January,2024,Michigan,26,Lansing,160 Snow Rd,Waverly High School,0,0,0,0,"1"
2815736,January,2024,Texas,48,Austin,13212 N Lamar Blvd,John B Connally High School,0,1,0,0,"1"
2814939,January,2024,Georgia,13,Dacula,123 Broad St,Dacula High School,0,0,0,0,"1"
2812325,January,2024,Missouri,29,Kansas City (Raytown),6019 Blue Ridge Blvd,Raytown High School,0,0,0,0,"1"
2812264,January,2024,Illinois,17,East Saint Louis,5510 State St,Mason-Clark Middle School,0,0,0,0,"1"
2812702,January,2024,North Carolina,37,Ayden,7653 NC-11,Ayden-Grifton High School,0,0,0,0,"1"
2812497,January,2024,Alabama,01,Bessemer (Hueytown),4881 15th Street Rd,Hueytown High School,0,0,0,0,"1"
2812156,January,2024,Florida,12,Fort Lauderdale,1800 SW 5th Pl,Stranahan High School,0,0,0,0,"1"
2815596,January,2024,Alabama,01,Plantersville,Co Rd 63,Dallas County High School,0,0,0,0,"4"
2815434,January,2024,Tennessee,47,Johnson City,Southwest Ave,East Tennessee State University,1,0,0,0,"0"
2811400,January,2024,Arizona,04,Scottsdale,11256 N 128th St,Mountainside Middle School,0,0,0,0,"1"
2811523,January,2024,Maryland,24,Hagerstown,1200 Pennsylvania Ave,North Hagerstown High School,0,0,0,0,"1"
2811201,January,2024,Tennessee,47,Nashville,1128 Bell Grimes Ln,Bellshire Elementary School,0,0,0,0,"0"
2810558,January,2024,Georgia,13,Macon,1070 Anthony Rd,Ballard Hudson Middle School,0,0,0,0,"0"
2819450,January,2024,California,06,Corona,1820 Rimpau Ave,Centennial High School,0,0,0,0,"1"
2811161,January,2024,Delaware,10,Wilmington,1801 Milltown Rd,The John Dickinson School,0,0,0,0,"1"
2810630,January,2024,Maryland,24,Gambrills,2291 Davidsonville Rd,Crofton High School,0,0,0,0,"1"
2810731,January,2024,Arkansas,05,Jonesboro,4207 Race St,Nettleton High School,0,0,0,0,"1"
2810261,January,2024,Georgia,13,Augusta,2840 Glenn Hills Dr,Glenn Hills High School,0,0,0,0,"0"
2810899,January,2024,California,06,Tulare,1462 E Prosperity Ave,Kings Valley Academy II,0,0,0,0,"1"
2811284,January,2024,Tennessee,47,Memphis,7900 E Shelby Dr,Southwind High School,0,0,0,0,"1"
2821465,January,2024,North Carolina,37,Goldsboro,1200 W Grantham St,Faith Christian Academy,0,0,0,0,"1"
2811925,January,2024,New Jersey,34,Scotch Plains,1600 Martine Ave,Union Catholic High School,0,0,0,0,"1"
2808320,January,2024,Florida,12,Vero Beach,1707 16th St,Vero Beach High School,0,0,0,0,"1"
2808876,January,2024,Ohio,39,Dayton,3640 Colonel Glenn Hwy,Wright State University / Cedar Hall,0,0,0,0,"1"
2921299,January,2024,Nevada,32,Las Vegas,2839 Burnham Ave,Valley High School,0,0,0,0,"1"
2818084,January,2024,Georgia,13,Calhoun,399 S River St,Calhoun Middle School,0,0,0,0,"1"
2805172,January,2024,Texas,48,Orange,7327 TX-87,Little Cypress-Mauriceville High School,0,0,0,0,"0"
2810495,January,2024,New Mexico,35,Santa Fe,2100 Yucca Rd,Santa Fe High School,0,0,0,0,"0"
2805484,January,2024,California,06,Elk Grove,8350 Lotz Pkwy,Cosumnes Oaks High School,0,0,0,0,"1"
2808073,January,2024,South Carolina,45,Summerville,9800 Delemar Hwy,Ashley Ridge High School,0,0,0,0,"1"
2804400,January,2024,South Carolina,45,Easley,314 Pelzer Hwy,West End Elementary,0,0,0,0,"0"
2804627,January,2024,Florida,12,Orlando,12491 University Blvd,University of Central Florida,0,0,0,0,"1"
